"geoRegion","datum","entries","sumTotal","timeframe_7d","offset_last7d","sumTotal_last7d","timeframe_14d","offset_last14d","sumTotal_last14d","timeframe_28d","offset_last28d","sumTotal_last28d","timeframe_phase2","offset_Phase2","sumTotal_Phase2","sum7d","sum14d","mean7d","mean14d","timeframe_all","entries_diff_last_age","pop","inz_entries","inzmean7d","inzmean14d","inzsumTotal","inzsumTotal_last7d","inzsumTotal_last14d","inzsumTotal_last28d","inzsumTotal_Phase2","inzsum7d","inzsum14d","sumdelta7d","inzdelta7d","type","type_variant","version","datum_unit","entries_letzter_stand","entries_neu_gemeldet","entries_diff_last"
"CH",2020-03-05,62,242,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,220,NA,53.71,107.21,TRUE,1,8606033,0.72,0.62,1.25,2.81,NA,NA,NA,NA,2.56,NA,52,0.61,"COVID19Cases","","2020-11-17_08-25-38","day",62,0,4522
"CH",2020-03-06,73,315,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,283,NA,76.86,137.29,TRUE,1,8606033,0.85,0.89,1.6,3.66,NA,NA,NA,NA,3.29,NA,63,0.73,"COVID19Cases","","2020-11-17_08-25-38","day",73,0,4522
"CH",2020-03-07,49,364,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,319,NA,102.14,166.07,TRUE,1,8606033,0.57,1.19,1.93,4.23,NA,NA,NA,NA,3.71,NA,36,0.42,"COVID19Cases","","2020-11-17_08-25-38","day",49,0,4522
"CH",2020-03-08,68,432,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,376,432,141,188.5,TRUE,1,8606033,0.79,1.64,2.19,5.02,NA,NA,NA,NA,4.37,5.02,57,0.66,"COVID19Cases","","2020-11-17_08-25-38","day",68,0,4522
"CH",2020-03-09,192,624,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,538,623,183,262.07,TRUE,1,8606033,2.23,2.13,3.05,7.25,NA,NA,NA,NA,6.25,7.24,162,1.88,"COVID19Cases","","2020-11-17_08-25-38","day",192,0,4522
"CH",2020-03-10,210,834,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,715,832,234.14,337,TRUE,1,8606033,2.44,2.72,3.92,9.69,NA,NA,NA,NA,8.31,9.67,177,2.06,"COVID19Cases","","2020-11-17_08-25-38","day",210,0,4522
"CH",2020-03-11,333,1167,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,987,1155,286.57,418.71,TRUE,1,8606033,3.87,3.33,4.87,13.56,NA,NA,NA,NA,11.47,13.42,272,3.16,"COVID19Cases","","2020-11-17_08-25-38","day",333,0,4522
"CH",2020-03-12,356,1523,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1281,1501,323.29,473.93,TRUE,1,8606033,4.14,3.76,5.51,17.7,NA,NA,NA,NA,14.88,17.44,294,3.41,"COVID19Cases","","2020-11-17_08-25-38","day",356,0,4522
"CH",2020-03-13,431,1954,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1639,1922,447.29,550.07,TRUE,1,8606033,5.01,5.2,6.39,22.71,NA,NA,NA,NA,19.04,22.33,358,4.16,"COVID19Cases","","2020-11-17_08-25-38","day",431,0,4522
"CH",2020-03-14,416,2370,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2006,2325,571.86,595.93,TRUE,1,8606033,4.83,6.64,6.92,27.54,NA,NA,NA,NA,23.31,27.02,367,4.27,"COVID19Cases","","2020-11-17_08-25-38","day",416,0,4522
"CH",2020-03-15,325,2695,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2263,2639,696.43,630.07,TRUE,1,8606033,3.78,8.09,7.32,31.32,NA,NA,NA,NA,26.3,30.66,257,2.99,"COVID19Cases","","2020-11-17_08-25-38","day",325,0,4522
"CH",2020-03-16,1060,3755,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,3131,3669,764.86,720.71,TRUE,1,8606033,12.32,8.89,8.37,43.63,NA,NA,NA,NA,36.38,42.63,868,10.08,"COVID19Cases","","2020-11-17_08-25-38","day",1060,0,4522
"CH",2020-03-17,1082,4837,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,4003,4718,866,794.43,TRUE,1,8606033,12.57,10.06,9.23,56.2,NA,NA,NA,NA,46.51,54.82,872,10.13,"COVID19Cases","","2020-11-17_08-25-38","day",1082,0,4522
"CH",2020-03-18,1205,6042,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,4875,5862,905.29,846.93,TRUE,1,8606033,14,10.52,9.84,70.21,NA,NA,NA,NA,56.65,68.12,872,10.14,"COVID19Cases","","2020-11-17_08-25-38","day",1205,0,4522
"CH",2020-03-19,835,6877,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,5354,6635,936.86,901.07,TRUE,1,8606033,9.7,10.89,10.47,79.91,NA,NA,NA,NA,62.21,77.1,479,5.56,"COVID19Cases","","2020-11-17_08-25-38","day",835,0,4522
"CH",2020-03-20,1139,8016,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6062,7701,994.14,963.64,TRUE,1,8606033,13.23,11.55,11.2,93.14,NA,NA,NA,NA,70.44,89.48,708,8.23,"COVID19Cases","","2020-11-17_08-25-38","day",1139,0,4522
"CH",2020-03-21,691,8707,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6337,8343,1017,985.5,TRUE,1,8606033,8.03,11.82,11.45,101.17,NA,NA,NA,NA,73.63,96.94,275,3.19,"COVID19Cases","","2020-11-17_08-25-38","day",691,0,4522
"CH",2020-03-22,546,9253,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6558,8821,997.43,993.14,TRUE,1,8606033,6.34,11.59,11.54,107.52,NA,NA,NA,NA,76.2,102.5,221,2.57000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",546,0,4522
"CH",2020-03-23,1461,10714,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6959,10090,1037.29,1010.71,TRUE,1,8606033,16.98,12.05,11.74,124.49,NA,NA,NA,NA,80.86,117.24,401,4.66,"COVID19Cases","","2020-11-17_08-25-38","day",1461,0,4522
"CH",2020-03-24,1242,11956,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7119,11122,1061.29,1014.43,TRUE,1,8606033,14.43,12.33,11.79,138.93,NA,NA,NA,NA,82.72,129.23,160,1.86,"COVID19Cases","","2020-11-17_08-25-38","day",1242,0,4522
"CH",2020-03-25,1068,13024,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6982,11857,1065.71,1000.71,TRUE,1,8606033,12.41,12.38,11.63,151.34,NA,NA,NA,NA,81.13,137.78,-137,-1.59,"COVID19Cases","","2020-11-17_08-25-38","day",1068,0,4522
"CH",2020-03-26,1114,14138,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7261,12615,1049.43,1003.71,TRUE,1,8606033,12.94,12.19,11.66,164.28,NA,NA,NA,NA,84.37,146.58,279,3.24000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",1114,0,4522
"CH",2020-03-27,1307,15445,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7429,13491,1027.29,988.57,TRUE,1,8606033,15.19,11.94,11.49,179.47,NA,NA,NA,NA,86.32,156.76,168,1.94999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",1307,0,4522
"CH",2020-03-28,722,16167,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7460,13797,1011.86,973.93,TRUE,1,8606033,8.39,11.76,11.32,187.86,NA,NA,NA,NA,86.68,160.32,31,0.360000000000014,"COVID19Cases","","2020-11-17_08-25-38","day",722,0,4522
"CH",2020-03-29,432,16599,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7346,13904,1004,955,TRUE,1,8606033,5.02,11.67,11.1,192.88,NA,NA,NA,NA,85.36,161.56,-114,-1.32000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",432,0,4522
"CH",2020-03-30,1306,17905,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7191,14150,970.14,916.64,TRUE,1,8606033,15.18,11.27,10.65,208.05,NA,NA,NA,NA,83.56,164.42,-155,-1.8,"COVID19Cases","","2020-11-17_08-25-38","day",1306,0,4522
"CH",2020-03-31,1134,19039,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7083,14202,915.86,879,TRUE,1,8606033,13.18,10.64,10.21,221.23,NA,NA,NA,NA,82.3,165.02,-108,-1.26000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",1134,0,4522
"CH",2020-04-01,1013,20052,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,7028,14010,882.14,846.43,TRUE,1,8606033,11.77,10.25,9.84,233,NA,NA,NA,NA,81.66,162.79,-55,-0.640000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",1013,0,4522
"CH",2020-04-02,877,20929,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6791,14052,860.57,806.79,TRUE,1,8606033,10.19,10,9.37,243.19,NA,NA,NA,NA,78.91,163.28,-237,-2.75,"COVID19Cases","","2020-11-17_08-25-38","day",877,0,4522
"CH",2020-04-03,927,21856,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6411,13840,806,735.5,TRUE,1,8606033,10.77,9.37,8.55,253.96,NA,NA,NA,NA,74.49,160.82,-380,-4.42,"COVID19Cases","","2020-11-17_08-25-38","day",927,0,4522
"CH",2020-04-04,486,22342,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6175,13635,746.14,702.57,TRUE,1,8606033,5.65,8.67,8.16,259.61,NA,NA,NA,NA,71.75,158.44,-236,-2.73999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",486,0,4522
"CH",2020-04-05,281,22623,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,6024,13370,688.86,687.36,TRUE,1,8606033,3.27,8,7.99,262.87,NA,NA,NA,NA,70,155.36,-151,-1.75,"COVID19Cases","","2020-11-17_08-25-38","day",281,0,4522
"CH",2020-04-06,924,23547,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,5642,12833,643.43,611.57,TRUE,1,8606033,10.74,7.48,7.11,273.61,NA,NA,NA,NA,65.56,149.12,-382,-4.44,"COVID19Cases","","2020-11-17_08-25-38","day",924,0,4522
"CH",2020-04-07,715,24262,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,5223,12306,555.14,560.86,TRUE,1,8606033,8.31,6.45,6.52,281.92,NA,NA,NA,NA,60.69,142.99,-419,-4.87,"COVID19Cases","","2020-11-17_08-25-38","day",715,0,4522
"CH",2020-04-08,612,24874,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,4822,11850,523,511.93,TRUE,1,8606033,7.11,6.08,5.95,289.03,NA,NA,NA,NA,56.03,137.69,-401,-4.66,"COVID19Cases","","2020-11-17_08-25-38","day",612,0,4522
"CH",2020-04-09,559,25433,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,4504,11295,514.14,472.14,TRUE,1,8606033,6.5,5.97,5.49,295.53,NA,NA,NA,NA,52.34,131.25,-318,-3.69,"COVID19Cases","","2020-11-17_08-25-38","day",559,0,4522
"CH",2020-04-10,309,25742,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,3886,10297,417.14,426.71,TRUE,1,8606033,3.59,4.85,4.96,299.12,NA,NA,NA,NA,45.15,119.65,-618,-7.19,"COVID19Cases","","2020-11-17_08-25-38","day",309,0,4522
"CH",2020-04-11,261,26003,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,3661,9836,375.57,402.29,TRUE,1,8606033,3.03,4.36,4.67,302.15,NA,NA,NA,NA,42.54,114.29,-225,-2.61,"COVID19Cases","","2020-11-17_08-25-38","day",261,0,4522
"CH",2020-04-12,219,26222,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,3599,9623,335,388.43,TRUE,1,8606033,2.54,3.89,4.51,304.69,NA,NA,NA,NA,41.82,111.82,-62,-0.719999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",219,0,4522
"CH",2020-04-13,245,26467,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2920,8562,300.86,342.21,TRUE,1,8606033,2.85,3.5,3.98,307.54,NA,NA,NA,NA,33.93,99.49,-679,-7.89,"COVID19Cases","","2020-11-17_08-25-38","day",245,0,4522
"CH",2020-04-14,424,26891,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2629,7852,298.29,306.36,TRUE,1,8606033,4.93,3.47,3.56,312.47,NA,NA,NA,NA,30.55,91.24,-291,-3.38,"COVID19Cases","","2020-11-17_08-25-38","day",424,0,4522
"CH",2020-04-15,328,27219,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2345,7167,281.57,273.79,TRUE,1,8606033,3.81,3.27,3.18,316.28,NA,NA,NA,NA,27.25,83.28,-284,-3.3,"COVID19Cases","","2020-11-17_08-25-38","day",328,0,4522
"CH",2020-04-16,320,27539,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2106,6610,262.71,248.64,TRUE,1,8606033,3.72,3.05,2.89,320,NA,NA,NA,NA,24.47,76.81,-239,-2.78,"COVID19Cases","","2020-11-17_08-25-38","day",320,0,4522
"CH",2020-04-17,291,27830,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,2088,5974,267.29,238.5,TRUE,1,8606033,3.38,3.11,2.77,323.38,NA,NA,NA,NA,24.26,69.42,-18,-0.209999999999997,"COVID19Cases","","2020-11-17_08-25-38","day",291,0,4522
"CH",2020-04-18,144,27974,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1971,5632,237.14,226.07,TRUE,1,8606033,1.67,2.76,2.63,325.05,NA,NA,NA,NA,22.9,65.44,-117,-1.36,"COVID19Cases","","2020-11-17_08-25-38","day",144,0,4522
"CH",2020-04-19,87,28061,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1839,5438,212.57,214.79,TRUE,1,8606033,1.01,2.47,2.5,326.06,NA,NA,NA,NA,21.37,63.19,-132,-1.53,"COVID19Cases","","2020-11-17_08-25-38","day",87,0,4522
"CH",2020-04-20,277,28338,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1871,4791,196.43,209.64,TRUE,1,8606033,3.22,2.28,2.44,329.28,NA,NA,NA,NA,21.74,55.67,32,0.369999999999997,"COVID19Cases","","2020-11-17_08-25-38","day",277,0,4522
"CH",2020-04-21,213,28551,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1660,4289,178.71,190.29,TRUE,1,8606033,2.48,2.08,2.21,331.76,NA,NA,NA,NA,19.29,49.84,-211,-2.45,"COVID19Cases","","2020-11-17_08-25-38","day",213,0,4522
"CH",2020-04-22,156,28707,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1488,3833,170.57,175.43,TRUE,1,8606033,1.81,1.98,2.04,333.57,NA,NA,NA,NA,17.29,44.54,-172,-2,"COVID19Cases","","2020-11-17_08-25-38","day",156,0,4522
"CH",2020-04-23,207,28914,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1375,3481,166.86,159.79,TRUE,1,8606033,2.41,1.94,1.86,335.97,NA,NA,NA,NA,15.98,40.45,-113,-1.31,"COVID19Cases","","2020-11-17_08-25-38","day",207,0,4522
"CH",2020-04-24,167,29081,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1251,3339,152,144.93,TRUE,1,8606033,1.94,1.77,1.68,337.91,NA,NA,NA,NA,14.54,38.8,-124,-1.44,"COVID19Cases","","2020-11-17_08-25-38","day",167,0,4522
"CH",2020-04-25,87,29168,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1194,3165,143.43,138,TRUE,1,8606033,1.01,1.67,1.6,338.93,NA,NA,NA,NA,13.87,36.78,-57,-0.67,"COVID19Cases","","2020-11-17_08-25-38","day",87,0,4522
"CH",2020-04-26,61,29229,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1168,3007,138.29,133.36,TRUE,1,8606033,0.71,1.61,1.55,339.63,NA,NA,NA,NA,13.57,34.94,-26,-0.299999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",61,0,4522
"CH",2020-04-27,173,29402,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1064,2935,123.14,120,TRUE,1,8606033,2.01,1.43,1.39,341.64,NA,NA,NA,NA,12.36,34.1,-104,-1.21,"COVID19Cases","","2020-11-17_08-25-38","day",173,0,4522
"CH",2020-04-28,153,29555,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,1004,2664,111.14,110,TRUE,1,8606033,1.78,1.29,1.28,343.42,NA,NA,NA,NA,11.67,30.96,-60,-0.69,"COVID19Cases","","2020-11-17_08-25-38","day",153,0,4522
"CH",2020-04-29,120,29675,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,968,2456,105.43,104.5,TRUE,1,8606033,1.39,1.23,1.21,344.82,NA,NA,NA,NA,11.25,28.54,-36,-0.42,"COVID19Cases","","2020-11-17_08-25-38","day",120,0,4522
"CH",2020-04-30,101,29776,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,862,2237,99.86,93,TRUE,1,8606033,1.17,1.16,1.08,345.99,NA,NA,NA,NA,10.02,25.99,-106,-1.23,"COVID19Cases","","2020-11-17_08-25-38","day",101,0,4522
"CH",2020-05-01,83,29859,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,778,2029,88,85.29,TRUE,1,8606033,0.96,1.02,0.99,346.95,NA,NA,NA,NA,9.04,23.58,-84,-0.98,"COVID19Cases","","2020-11-17_08-25-38","day",83,0,4522
"CH",2020-05-02,47,29906,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,738,1932,76.57,81.86,TRUE,1,8606033,0.55,0.89,0.95,347.5,NA,NA,NA,NA,8.58,22.45,-40,-0.459999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",47,0,4522
"CH",2020-05-03,22,29928,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,699,1867,70.71,78.64,TRUE,1,8606033,0.26,0.82,0.91,347.76,NA,NA,NA,NA,8.12,21.69,-39,-0.460000000000001,"COVID19Cases","","2020-11-17_08-25-38","day",22,0,4522
"CH",2020-05-04,90,30018,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,616,1680,62.86,69.64,TRUE,1,8606033,1.05,0.73,0.81,348.8,NA,NA,NA,NA,7.16,19.52,-83,-0.959999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",90,0,4522
"CH",2020-05-05,73,30091,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,536,1540,59.43,61.71,TRUE,1,8606033,0.85,0.69,0.72,349.65,NA,NA,NA,NA,6.23,17.89,-80,-0.93,"COVID19Cases","","2020-11-17_08-25-38","day",73,0,4522
"CH",2020-05-06,79,30170,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,495,1463,58.29,55.79,TRUE,1,8606033,0.92,0.68,0.65,350.57,NA,NA,NA,NA,5.75,17,-41,-0.48,"COVID19Cases","","2020-11-17_08-25-38","day",79,0,4522
"CH",2020-05-07,46,30216,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,440,1302,57.43,51.21,TRUE,1,8606033,0.53,0.67,0.6,351.1,NA,NA,NA,NA,5.11,15.13,-55,-0.64,"COVID19Cases","","2020-11-17_08-25-38","day",46,0,4522
"CH",2020-05-08,59,30275,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,416,1194,51.29,48.21,TRUE,1,8606033,0.69,0.6,0.56,351.79,NA,NA,NA,NA,4.83,13.87,-24,-0.28,"COVID19Cases","","2020-11-17_08-25-38","day",59,0,4522
"CH",2020-05-09,39,30314,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,408,1146,46.86,45.93,TRUE,1,8606033,0.45,0.54,0.53,352.24,NA,NA,NA,NA,4.74,13.32,-8,-0.0899999999999999,"COVID19Cases","","2020-11-17_08-25-38","day",39,0,4522
"CH",2020-05-10,16,30330,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,402,1101,40.86,45.21,TRUE,1,8606033,0.19,0.47,0.53,352.43,NA,NA,NA,NA,4.67,12.79,-6,-0.0700000000000003,"COVID19Cases","","2020-11-17_08-25-38","day",16,0,4522
"CH",2020-05-11,47,30377,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,359,975,39.57,41.21,TRUE,1,8606033,0.55,0.46,0.48,352.97,NA,NA,NA,NA,4.17,11.33,-43,-0.5,"COVID19Cases","","2020-11-17_08-25-38","day",47,0,4522
"CH",2020-05-12,42,30419,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,328,864,37,38.57,TRUE,1,8606033,0.49,0.43,0.45,353.46,NA,NA,NA,NA,3.81,10.04,-31,-0.36,"COVID19Cases","","2020-11-17_08-25-38","day",42,0,4522
"CH",2020-05-13,37,30456,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,286,781,33.57,35,TRUE,1,8606033,0.43,0.39,0.41,353.89,NA,NA,NA,NA,3.32,9.08,-42,-0.49,"COVID19Cases","","2020-11-17_08-25-38","day",37,0,4522
"CH",2020-05-14,37,30493,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,277,717,33,32.5,TRUE,1,8606033,0.43,0.38,0.38,354.32,NA,NA,NA,NA,3.22,8.33,-9,-0.0999999999999996,"COVID19Cases","","2020-11-17_08-25-38","day",37,0,4522
"CH",2020-05-15,41,30534,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,259,675,31.14,29.71,TRUE,1,8606033,0.48,0.36,0.35,354.8,NA,NA,NA,NA,3.01,7.84,-18,-0.21,"COVID19Cases","","2020-11-17_08-25-38","day",41,0,4522
"CH",2020-05-16,15,30549,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,235,643,30.29,27.93,TRUE,1,8606033,0.17,0.35,0.32,354.97,NA,NA,NA,NA,2.73,7.47,-24,-0.28,"COVID19Cases","","2020-11-17_08-25-38","day",15,0,4522
"CH",2020-05-17,12,30561,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,231,633,29.14,27.5,TRUE,1,8606033,0.14,0.34,0.32,355.11,NA,NA,NA,NA,2.68,7.36,-4,-0.0499999999999998,"COVID19Cases","","2020-11-17_08-25-38","day",12,0,4522
"CH",2020-05-18,34,30595,FALSE,239593,0,FALSE,190265,0,FALSE,89742,0,FALSE,30940,0,218,577,25.43,25.21,TRUE,1,8606033,0.4,0.3,0.29,355.51,NA,NA,NA,NA,2.53,6.7,-13,-0.15,"COVID19Cases","","2020-11-17_08-25-38","day",34,0,4522
